2024-05-08 21:22:55.833 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"123123","email":"admin@mail.com"}
2024-05-15 19:07:09.852 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"senha123","nome":"Nome teste","email":"teste@mail.com"}
2024-05-15 19:07:10.030 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","status":201,"token":"c282643f-0768-46f9-b35e-49b6ada2d31c"}
2024-05-15 19:07:14.981 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"teste@mail.com"}
2024-05-15 19:07:14.992 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"f9929a11-ece2-43ea-894b-fd7c47f4d8dd"}
2024-05-15 19:07:18.426 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"teste@mail.com"}
2024-05-15 19:07:18.430 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste","status":201}
2024-05-15 19:07:22.831 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"Nome teste123","email":"teste@mail.com"}
2024-05-15 19:07:22.852 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","status":201}
2024-05-15 19:07:24.842 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"teste@mail.com"}
2024-05-15 19:07:24.847 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Nome teste123","status":201}
2024-05-15 19:07:28.965 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"teste@mail.com"}
2024-05-15 19:07:28.977 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","status":201}
2024-05-15 19:07:29.745 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"f9929a11-ece2-43ea-894b-fd7c47f4d8dd"}
2024-05-15 19:07:29.748 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 19:48:44.640 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"12345","nome":"Davi teste","email":"email@teste.com"}
2024-05-15 19:48:44.904 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","mensagem":"Cadastro realizado com sucesso!","status":201,"token":"6609470a-08d0-40e7-a316-75956f6a4224"}
2024-05-15 19:48:54.634 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@teste.com"}
2024-05-15 19:48:54.644 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorreto","status":401}
2024-05-15 19:49:01.154 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"12345","email":"email@teste.com"}
2024-05-15 19:49:01.164 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"6609470a-08d0-40e7-a316-75956f6a4224"}
2024-05-15 19:49:04.949 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@teste.com"}
2024-05-15 19:49:04.954 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"12345","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 19:49:12.054 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"12345","nome":"Davi teste123","email":"email@teste.com"}
2024-05-15 19:49:12.076 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Edição realizada com sucesso!","status":201}
2024-05-15 19:49:15.301 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@teste.com"}
2024-05-15 19:49:15.302 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"12345","operacao":"visualizarCandidato","nome":"Davi teste123","status":201}
2024-05-15 19:49:27.888 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"6609470a-08d0-40e7-a316-75956f6a4224"}
2024-05-15 19:49:27.891 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"12345","operacao":"visualizarCandidato","nome":"Davi teste123","status":201}
2024-05-15 19:49:36.404 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"12345","email":"email@teste.com"}
2024-05-15 19:49:36.406 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 19:49:49.672 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"12345","email":"email@teste.com"}
2024-05-15 19:49:49.674 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"6609470a-08d0-40e7-a316-75956f6a4224"}
2024-05-15 19:49:59.405 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@teste.com"}
2024-05-15 19:49:59.408 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"6609470a-08d0-40e7-a316-75956f6a4224"}
2024-05-15 19:50:00.218 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"6609470a-08d0-40e7-a316-75956f6a4224"}
2024-05-15 19:50:00.219 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"apagarCandidato","mensagem":"Candidato deletado com sucesso!","status":201}
2024-05-15 20:01:40.994 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"senha123","nome":"nome teste","email":"email@teste.com"}
2024-05-15 20:01:41.219 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","mensagem":"Dados inválidos","status":404,"token":"4e236d0f-359b-40d9-96f9-0ab2081ce0f4"}
2024-05-15 20:02:01.627 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"123123","nome":"nome teste","email":"email@teste.com"}
2024-05-15 20:02:01.646 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","mensagem":"Cadastro realizado com sucesso!","status":201,"token":"1e233516-b0e8-4e31-9268-64a45098c039"}
2024-05-15 20:02:08.566 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"123123","email":"email@teste.com"}
2024-05-15 20:02:08.577 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1e233516-b0e8-4e31-9268-64a45098c039"}
2024-05-15 20:02:12.271 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"1e233516-b0e8-4e31-9268-64a45098c039"}
2024-05-15 20:02:12.273 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 20:02:17.614 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"123123123123123","email":"email@teste.com"}
2024-05-15 20:02:17.622 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorreto","status":401}
2024-05-15 20:02:21.297 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"1","email":"email@teste.com"}
2024-05-15 20:02:21.306 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorreto","status":401}
2024-05-15 20:02:23.595 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"","email":""}
2024-05-15 20:02:23.601 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorreto","status":401}
2024-05-15 20:02:27.562 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"123123","email":"email@teste.com"}
2024-05-15 20:02:27.571 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"1e233516-b0e8-4e31-9268-64a45098c039"}
2024-05-15 20:02:30.621 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@teste.com"}
2024-05-15 20:02:30.627 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 20:02:35.046 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123","nome":"nome teste","email":"email@teste.com"}
2024-05-15 20:02:35.055 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Dados inválidos","status":404}
2024-05-15 20:02:47.907 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@teste.com"}
2024-05-15 20:02:47.909 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 20:03:39.950 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"123123","nome":"nome teste123","email":"email@teste.com"}
2024-05-15 20:03:39.953 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"nome teste","status":201}
2024-05-15 20:04:00.812 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@teste.com"}
2024-05-15 20:04:00.814 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Edição realizada com sucesso!","status":201}
2024-05-15 20:04:01.557 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"1e233516-b0e8-4e31-9268-64a45098c039"}
2024-05-15 20:04:01.558 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"nome teste123","status":201}
2024-05-15 20:05:12.227 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"senha123","nome":"nome teste","email":"email@teste.com"}
2024-05-15 20:05:12.446 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","mensagem":"Cadastro realizado com sucesso!","status":201,"token":"267e05b5-1cb8-4e55-abd4-5b8de101bd7d"}
2024-05-15 20:05:24.278 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@teste.com"}
2024-05-15 20:05:24.288 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"267e05b5-1cb8-4e55-abd4-5b8de101bd7d"}
2024-05-15 20:05:46.571 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"267e05b5-1cb8-4e55-abd4-5b8de101bd7d"}
2024-05-15 20:05:46.575 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 20:05:52.497 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"12","email":"email@teste.com"}
2024-05-15 20:05:52.505 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorreto","status":401}
2024-05-15 20:06:02.066 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@teste.com"}
2024-05-15 20:06:02.078 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"267e05b5-1cb8-4e55-abd4-5b8de101bd7d"}
2024-05-15 20:06:34.020 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"267e05b5-1cb8-4e55-abd4-5b8de101bd7d"}
2024-05-15 20:06:34.024 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-15 20:15:27.209 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"senha123","nome":"davi teste","email":"email@mail.com"}
2024-05-15 20:15:27.254 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","status":404,"mensagem":"Invalid email or password format"}
2024-05-15 20:17:18.795 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"senha123","nome":"Davi teste","email":"email@mail.com.br"}
2024-05-15 20:17:18.814 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","mensagem":"Cadastro realizado com sucesso!","status":201,"token":"85665fbc-0968-4c12-8895-0c1083b0aaf8"}
2024-05-15 20:17:29.254 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"senha123","email":"email@mail.com.br"}
2024-05-15 20:17:29.262 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","status":200,"token":"85665fbc-0968-4c12-8895-0c1083b0aaf8"}
2024-05-15 20:17:33.522 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:17:33.527 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:17:41.418 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:17:41.424 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:17:46.737 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"senha123123","nome":"Davi teste123","email":"email@mail.com.br"}
2024-05-15 20:17:46.739 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Dados inválidos","status":404}
2024-05-15 20:17:53.085 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:17:53.087 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:17:56.434 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:17:56.435 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:18:09.975 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"123123","nome":"Davi teste","email":"email@mail.com.br"}
2024-05-15 20:18:09.977 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"senha123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:18:50.971 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:18:50.976 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Edição realizada com sucesso!","status":201}
2024-05-15 20:18:58.222 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:18:58.224 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:19:37.772 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:19:37.774 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:19:42.532 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:19:42.534 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:19:55.259 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"atualizarCandidato","senha":"123123","nome":"Davi teste123","email":"email@mail.com.br"}
2024-05-15 20:19:55.262 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:19:57.799 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"visualizarCandidato","email":"email@mail.com.br"}
2024-05-15 20:19:57.800 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"Davi teste","status":201}
2024-05-15 20:20:02.708 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"apagarCandidato","email":"email@mail.com.br"}
2024-05-15 20:20:02.710 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"atualizarCandidato","mensagem":"Edição realizada com sucesso!","status":201}
2024-05-15 20:20:04.336 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"85665fbc-0968-4c12-8895-0c1083b0aaf8"}
2024-05-15 20:20:04.338 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"senha":"123123","operacao":"visualizarCandidato","nome":"Davi teste123","status":201}
2024-05-15 23:04:42.286 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"asdasd","nome":"asdasd","email":"sdadsa"}
2024-05-15 23:04:42.429 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","mensagem":"Login ou senha incorretos","status":404}
2024-05-15 23:04:54.907 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarCandidato","senha":"asasdasd","nome":"Nome teste","email":"nome@teste.com.br"}
2024-05-15 23:04:54.987 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarCandidato","status":201,"token":"993249e5-370e-4536-bc59-f9e2c1f050d8"}
2024-05-22 21:32:54.006 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"","email":""}
2024-05-22 21:32:54.218 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 21:42:10.766 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"","email":""}
2024-05-22 21:42:10.781 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 21:42:17.603 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"","email":""}
2024-05-22 21:42:17.611 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 21:43:52.396 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginEmpresa","senha":"","email":""}
2024-05-22 21:43:52.598 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginEmpresa","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 21:44:34.153 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginEmpresa","senha":"","email":""}
2024-05-22 21:44:34.167 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginEmpresa","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 22:21:09.959 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarEmpresa","senha":"senha","ramo":"ramo","cnpj":"cnpj","razaoSocial":"razao","email":"emai","descricao":"desc"}
2024-05-22 22:21:10.227 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarEmpresa","mensagem":"Login ou senha inválidos!","status":404}
2024-05-22 22:50:47.091 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarEmpresa","senha":"das","ramo":"asd","cnpj":"dasdasd","razaoSocial":"dasdas","email":"dasd","descricao":"asdasd"}
2024-05-22 22:54:43.335 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarEmpresa","senha":"sadd","ramo":"asdasd","cnpj":"dasdsa","razaoSocial":"das","email":"asdasd","descricao":"dasd"}
2024-05-22 22:54:43.576 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarEmpresa","mensagem":"Login ou senha incorretos","status":404}
2024-05-22 23:01:17.008 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginEmpresa","senha":"123456","email":"admin@mail.com"}
2024-05-22 23:01:17.147 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginEmpresa","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 23:11:38.214 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginEmpresa","senha":"123456","email":"admin@mail.com"}
2024-05-22 23:11:38.524 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginEmpresa","status":200,"token":"2990d705-515e-410a-9e75-530e97cf2ce3"}
2024-05-22 23:11:42.916 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"2990d705-515e-410a-9e75-530e97cf2ce3"}
2024-05-22 23:11:42.943 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-22 23:12:17.434 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarEmpresa","senha":"123123","ramo":"ramo","cnpj":"vnpj","razaoSocial":"razao","email":"email@mail.com","descricao":"desc"}
2024-05-22 23:12:17.465 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarEmpresa","mensagem":"E-mail já cadastrado","status":422}
2024-05-22 23:17:41.691 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"cadastrarEmpresa","senha":"123123","ramo":"ramos","cnpj":"11111111","razaoSocial":"razap","email":"email@teste.com","descricao":"desc"}
2024-05-22 23:17:41.969 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"cadastrarEmpresa","status":201,"token":"7e087f5a-cf5f-4050-936c-6cb7634c6559"}
2024-05-22 23:18:02.004 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginCandidato","senha":"123123","email":"email@teste.com"}
2024-05-22 23:18:02.054 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginCandidato","mensagem":"Login ou senha incorretos","status":401}
2024-05-22 23:18:21.289 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginEmpresa","senha":"123123","email":"email@teste.com"}
2024-05-22 23:18:21.314 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginEmpresa","status":200,"token":"7e087f5a-cf5f-4050-936c-6cb7634c6559"}
2024-05-22 23:18:25.190 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"logout","token":"7e087f5a-cf5f-4050-936c-6cb7634c6559"}
2024-05-22 23:18:25.199 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"logout","status":204}
2024-05-22 23:18:45.182 [JavaFX Application Thread] INFO  com.sd.client.app.packages.BasePackage - Enviado: {"operacao":"loginEmpresa","senha":"123123","email":"email@teste.com"}
2024-05-22 23:18:45.198 [JavaFX Application Thread] INFO  com.sd.client.app.packages.SimpleResponse - Recebido: {"operacao":"loginEmpresa","status":200,"token":"7e087f5a-cf5f-4050-936c-6cb7634c6559"}
